iso3,year,value,source,source_url,vintage_date,confidence,verified_by,verified_at,notes
BRA,2023,1.57,Wikipedia: Demographics of [BRA] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.05
BRA,2024,1.48,Wikipedia: Demographics of [BRA] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.13. Editor certainty: Recheck
BRA,2025,1.52,Wikipedia: Demographics of [BRA] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.08. Editor certainty: Recheck
BRN,2016,1.82,Wikipedia: Demographics of [BRN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.10
BRN,2017,1.8,Wikipedia: Demographics of [BRN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.08
BRN,2018,1.72,Wikipedia: Demographics of [BRN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.13
BRN,2019,1.7,Wikipedia: Demographics of [BRN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.12
BRN,2020,1.83,Wikipedia: Demographics of [BRN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
BRN,2021,1.91,Wikipedia: Demographics of [BRN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.13
BRN,2024,1.47,Wikipedia: Demographics of [BRN] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.26. Editor certainty: Recheck
BRN,2025,1.42,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
CAN,2022,1.33,Wikipedia: Demographics of [CAN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
CAN,2023,1.27,Wikipedia: Demographics of [CAN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.08
CAN,2024,1.27,Wikipedia: Demographics of [CAN] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.07. Editor certainty: Recheck
CAN,2025,1.34,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000004, anchors=[(2020, 361582.0, 1.41, 3.9e-06), (2021, 372564.0, 1.44, 3.87e-06), (2022, 355134.0, 1.33, 3.75e-06), (2023, 352644.0, 1.27, 3.6e-06), (2024, 365737.0, 1.27, 3.47e-06)], dropped=[], window=±5y. Wiki-observed births 2025: 371,373."
CHE,2021,1.51,Wikipedia: Demographics of [CHE] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.02
CHE,2023,1.33,Wikipedia: Demographics of [CHE] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.10
CHE,2024,1.29,Wikipedia: Demographics of [CHE] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.15. Editor certainty: Recheck
CHE,2025,1.28,Wikipedia: Demographics of [CHE] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.16. Editor certainty: Recheck
CHL,2016,1.75,Wikipedia: Demographics of [CHL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.06
CHL,2017,1.65,Wikipedia: Demographics of [CHL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.09
CHL,2018,1.62,Wikipedia: Demographics of [CHL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.08
CHL,2019,1.5,Wikipedia: Demographics of [CHL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.07
CHL,2022,1.32,Wikipedia: Demographics of [CHL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.06
CHL,2024,1.03,Wikipedia: Demographics of [CHL] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.11. Editor certainty: Recheck
CHL,2025,0.98,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000007, anchors=[(2020, 194978.0, 1.3, 6.67e-06), (2021, 177273.0, 1.17, 6.6e-06), (2022, 189310.0, 1.32, 6.97e-06), (2023, 173920.0, 1.16, 6.67e-06), (2024, 154441.0, 1.03, 6.67e-06)], dropped=[], window=±5y. Wiki-observed births 2025: 146,172."
CHN,2016,1.7,Wikipedia: Demographics of [CHN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.07
CHN,2017,1.67,Wikipedia: Demographics of [CHN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.13
CHN,2020,1.3,Wikipedia: Demographics of [CHN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.06
CHN,2021,1.16,Wikipedia: Demographics of [CHN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
CHN,2022,1.07,Wikipedia: Demographics of [CHN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
CHN,2023,1.04,Wikipedia: Demographics of [CHN] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
CHN,2024,1.13,Wikipedia: Demographics of [CHN] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.12. Editor certainty: Recheck
CHN,2025,0.93,Wikipedia: Demographics of [CHN] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.09. Editor certainty: Recheck
COL,2016,1.69,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
COL,2017,1.69,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
COL,2018,1.65,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.06
COL,2019,1.59,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.12
COL,2020,1.53,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.16
COL,2021,1.5,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.18
COL,2022,1.38,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.28
COL,2023,1.23,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.42
COL,2024,1.07,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.56. Editor certainty: Recheck
COL,2025,1.01,Wikipedia: Demographics of [COL] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.61. Editor certainty: Recheck
CPV,2007,2.58,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2008,2.43,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2009,2.33,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2010,2.54,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2011,2.59,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2012,2.42,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2013,2.36,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2014,2.36,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2015,2.33,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2007)
CPV,2016,2.39,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.42. Editor certainty: Materially Higher
CPV,2017,2.4,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.47. Editor certainty: Materially Higher
CPV,2018,2.33,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.53. Editor certainty: Materially Higher
CPV,2019,2.29,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.59. Editor certainty: Materially Higher
CPV,2020,2.28,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.69. Editor certainty: Materially Higher
CPV,2021,2.15,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.60. Editor certainty: Materially Higher
CPV,2022,2.01,INE Cabo Verde,https://ine.cv/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.48. Editor certainty: Materially Higher
CPV,2023,1.68,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000249, anchors=[(2018, 9551.0, 2.327, 0.00024364), (2019, 9284.0, 2.286, 0.00024623), (2020, 9211.0, 2.28, 0.00024753), (2021, 8607.0, 2.147, 0.00024945), (2022, 7981.0, 2.008, 0.0002516)], dropped=[], window=±5y. Wiki-observed births 2023: 6,760."
CPV,2024,1.91,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
CPV,2025,1.86,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
CRI,2016,1.71,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
CRI,2017,1.67,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
CRI,2018,1.66,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.05
CRI,2019,1.56,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
CRI,2020,1.41,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
CRI,2021,1.32,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
CRI,2022,1.3,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
CRI,2023,1.19,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.14
CRI,2024,1.12,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.20. Editor certainty: Recheck
CRI,2025,1.12,Wikipedia: Demographics of [CRI] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.19. Editor certainty: Recheck
CUB,2016,1.63,Wikipedia: Demographics of [CUB] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
CUB,2017,1.61,Wikipedia: Demographics of [CUB] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
CUB,2018,1.65,Wikipedia: Demographics of [CUB] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
CUB,2019,1.57,Wikipedia: Demographics of [CUB] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
CUB,2020,1.52,Wikipedia: Demographics of [CUB] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
CUB,2021,1.45,Wikipedia: Demographics of [CUB] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.02
CUB,2023,1.54,Wikipedia: Demographics of [CUB] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.10
CUB,2024,1.3,Wikipedia: Demographics of [CUB] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.15. Editor certainty: Recheck
CUB,2025,1.14,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000017, anchors=[(2020, 105038.0, 1.52, 1.447e-05), (2021, 99096.0, 1.45, 1.463e-05), (2022, 95403.0, 1.41, 1.478e-05), (2023, 90392.0, 1.54, 1.704e-05), (2024, 71374.0, 1.3, 1.821e-05)], dropped=[], window=±5y. Wiki-observed births 2025: 68,051."
CZE,2016,1.63,Wikipedia: Demographics of [CZE] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.02
CZE,2017,1.69,Wikipedia: Demographics of [CZE] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.02
CZE,2018,1.71,Wikipedia: Demographics of [CZE] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
CZE,2019,1.71,Wikipedia: Demographics of [CZE] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
CZE,2020,1.71,Wikipedia: Demographics of [CZE] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.05
CZE,2024,1.37,Wikipedia: Demographics of [CZE] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.09. Editor certainty: Recheck
CZE,2025,1.32,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
DEU,2022,1.49,Wikipedia: Demographics of [DEU] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
DEU,2024,1.42,Wikipedia: Demographics of [DEU] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.03
DEU,2025,1.31,Wikipedia: Demographics of [DEU] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.15. Editor certainty: Recheck
DOM,2001,2.57,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2002,2.49,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2003,2.27,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2004,2.14,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2005,2.09,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2006,1.97,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2007,1.94,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2008,2.02,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2009,2.06,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2010,2.05,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2011,2.12,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2012,2.03,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2013,2.04,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2014,2.06,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2015,2.0,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Pre-2016 override (editor matrix start year: 2001)
DOM,2016,1.88,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.53. Editor certainty: Materially Lower
DOM,2017,1.98,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.42. Editor certainty: Materially Lower
DOM,2018,2.06,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.34. Editor certainty: Materially Lower
DOM,2019,2.09,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.28. Editor certainty: Materially Lower
DOM,2020,1.88,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.45. Editor certainty: Materially Lower
DOM,2021,1.97,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.32. Editor certainty: Materially Lower
DOM,2022,1.96,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.31. Editor certainty: Materially Lower
DOM,2023,1.82,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.42. Editor certainty: Materially Lower
DOM,2024,1.61,ONE Dominican Republic,https://www.one.gob.do/,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.61. Editor certainty: Materially Lower
DOM,2025,1.56,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
DZA,2016,3.13,Wikipedia: Demographics of [DZA] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
DZA,2017,3.13,Wikipedia: Demographics of [DZA] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.04
DZA,2018,2.97,Wikipedia: Demographics of [DZA] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.05
DZA,2020,2.8,Wikipedia: Demographics of [DZA] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.14
DZA,2021,2.7,Wikipedia: Demographics of [DZA] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.17
DZA,2022,2.62,Wikipedia: Demographics of [DZA] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.20
DZA,2023,2.53,Wikipedia: Demographics of [DZA] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.24
DZA,2024,2.48,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000003, anchors=[(2019, 1034000.0, 2.99, 2.89e-06), (2020, 988209.0, 2.8, 2.83e-06), (2021, 949799.0, 2.7, 2.84e-06), (2022, 915223.0, 2.62, 2.86e-06), (2023, 895140.0, 2.53, 2.83e-06)], dropped=[], window=±5y. Wiki-observed births 2024: 873,000."
DZA,2025,2.43,Wikipedia (bidirectional TFR interpolation),,2026-05-14,MEDIUM,CALCNEW_V7_FRESH,2026-05-14,Calc New v7 (tfr_extrap_fwd). 
EGY,2016,3.25,Wikipedia: Demographics of [EGY] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.10
EGY,2017,3.12,Wikipedia: Demographics of [EGY] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.19
EGY,2018,3,Wikipedia: Demographics of [EGY] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.02
EGY,2019,3.01,Wikipedia: Demographics of [EGY] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.14
EGY,2020,2.88,Wikipedia: Demographics of [EGY] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.03
EGY,2021,2.8,Wikipedia: Demographics of [EGY] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.05
EGY,2023,2.54,Wikipedia: Demographics of [EGY] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.21
EGY,2024,2.41,Wikipedia: Demographics of [EGY] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.33. Editor certainty: Recheck
EGY,2025,2.42,"Wikipedia (TFR from observed births × local-window ratio, outlier-filtered)",,2026-05-14,HIGH,CALCNEW_V7_FRESH,2026-05-14,"Calc New v7 (v7_births_5anchor_±5y). R=0.000001, anchors=[(2020, 2235300.0, 2.885, 1.29e-06), (2021, 2184605.0, 2.796, 1.28e-06), (2022, 2193001.0, 2.761, 1.26e-06), (2023, 2044891.0, 2.537, 1.24e-06), (2024, 1968396.0, 2.412, 1.23e-06)], dropped=[], window=±5y. Wiki-observed births 2025: 1,944,700."
ESP,2022,1.16,Wikipedia: Demographics of [ESP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.05
ESP,2023,1.12,Wikipedia: Demographics of [ESP] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.09
ESP,2024,1.1,Wikipedia: Demographics of [ESP] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.12. Editor certainty: Recheck
ESP,2025,1.11,Wikipedia: Demographics of [ESP] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.12. Editor certainty: Recheck
EST,2021,1.61,Wikipedia: Demographics of [EST] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP +0.02
EST,2023,1.31,Wikipedia: Demographics of [EST] (vital statistics),,2026-05-13,HIGH,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.04
EST,2024,1.18,Wikipedia: Demographics of [EST] (vital statistics),,2026-05-13,MEDIUM,EDITOR_DECISION_2026_05_v2,2026-05-13,Δ vs WPP -0.18. Editor certainty: Recheck
